cafe_id,name,token,count
c86cc83a69f5,그랩앤고,크레페,226
c86cc83a69f5,그랩앤고,먹다,92
c86cc83a69f5,그랩앤고,크림,87
c86cc83a69f5,그랩앤고,딸기,85
c86cc83a69f5,그랩앤고,첨단,64
c86cc83a69f5,그랩앤고,아이스크림,56
c86cc83a69f5,그랩앤고,동명동,32
c86cc83a69f5,그랩앤고,바나나,31
c86cc83a69f5,그랩앤고,포장,30
c86cc83a69f5,그랩앤고,수건,28
c86cc83a69f5,그랩앤고,케이크,28
c86cc83a69f5,그랩앤고,시리얼,27
c86cc83a69f5,그랩앤고,과일,26
c86cc83a69f5,그랩앤고,조합,23
c86cc83a69f5,그랩앤고,토핑,22
c86cc83a69f5,그랩앤고,테이크아웃,19
c86cc83a69f5,그랩앤고,가능,18
c86cc83a69f5,그랩앤고,반죽,17
c86cc83a69f5,그랩앤고,오픈,16
c86cc83a69f5,그랩앤고,배달,16
c86cc83a69f5,그랩앤고,단원,16
c86cc83a69f5,그랩앤고,매장,15
c86cc83a69f5,그랩앤고,선택,15
c86cc83a69f5,그랩앤고,광산구,15
c86cc83a69f5,그랩앤고,넣다,14
c86cc83a69f5,그랩앤고,커스,14
c86cc83a69f5,그랩앤고,초코,14
c86cc83a69f5,그랩앤고,과정,14
c86cc83a69f5,그랩앤고,임방울,14
c86cc83a69f5,그랩앤고,아메리카노,13
c86cc83a69f5,그랩앤고,깔끔,13
c86cc83a69f5,그랩앤고,달달하다,13
c86cc83a69f5,그랩앤고,고르다,12
c86cc83a69f5,그랩앤고,밀크,12
c86cc83a69f5,그랩앤고,로그,12
c86cc83a69f5,그랩앤고,올리다,11
c86cc83a69f5,그랩앤고,당일,11
c86cc83a69f5,그랩앤고,단체,11
c86cc83a69f5,그랩앤고,참고,10
c86cc83a69f5,그랩앤고,올라가다,10
c86cc83a69f5,그랩앤고,추가,10
c86cc83a69f5,그랩앤고,우유,10
c86cc83a69f5,그랩앤고,주차,9
c86cc83a69f5,그랩앤고,corp.,9
c86cc83a69f5,그랩앤고,키오스크,9
c86cc83a69f5,그랩앤고,브라우니,9
c86cc83a69f5,그랩앤고,시간,9
c86cc83a69f5,그랩앤고,달콤,9
c86cc83a69f5,그랩앤고,전문점,9
c86cc83a69f5,그랩앤고,사장,9
c86cc83a69f5,그랩앤고,아이스,8
c86cc83a69f5,그랩앤고,판매,8
c86cc83a69f5,그랩앤고,친구,8
c86cc83a69f5,그랩앤고,얇다,8
c86cc83a69f5,그랩앤고,신선,8
c86cc83a69f5,그랩앤고,주방,8
c86cc83a69f5,그랩앤고,재료,8
c86cc83a69f5,그랩앤고,시나몬,8
c86cc83a69f5,그랩앤고,취향,7
c86cc83a69f5,그랩앤고,안녕,7
c86cc83a69f5,그랩앤고,키친,7
c86cc83a69f5,그랩앤고,재미,7
c86cc83a69f5,그랩앤고,좋아하다,7
c86cc83a69f5,그랩앤고,빠르다,7
c86cc83a69f5,그랩앤고,편하다,7
c86cc83a69f5,그랩앤고,모습,6
c86cc83a69f5,그랩앤고,영업시간,6
c86cc83a69f5,그랩앤고,주차장,6
c86cc83a69f5,그랩앤고,이벤트,6
c86cc83a69f5,그랩앤고,쓰다,6
c86cc83a69f5,그랩앤고,식감,6
c86cc83a69f5,그랩앤고,땡기다,6
c86cc83a69f5,그랩앤고,재생,6
c86cc83a69f5,그랩앤고,즐기다,6
c86cc83a69f5,그랩앤고,누텔라,6
c86cc83a69f5,그랩앤고,즉시,6
c86cc83a69f5,그랩앤고,맛보다,6
c86cc83a69f5,그랩앤고,쫀득하다,6
c86cc83a69f5,그랩앤고,간식,6
c86cc83a69f5,그랩앤고,내부,6
c86cc83a69f5,그랩앤고,포토,6
c86cc83a69f5,그랩앤고,동명,5
c86cc83a69f5,그랩앤고,거리,5
c86cc83a69f5,그랩앤고,소프트,5
c86cc83a69f5,그랩앤고,영수증,5
c86cc83a69f5,그랩앤고,남자,5
c86cc83a69f5,그랩앤고,팥,5
c86cc83a69f5,그랩앤고,기본,5
c86cc83a69f5,그랩앤고,모양,5
c86cc83a69f5,그랩앤고,말다,5
c86cc83a69f5,그랩앤고,처음,5
c86cc83a69f5,그랩앤고,아래,5
c86cc83a69f5,그랩앤고,느낌,5
c86cc83a69f5,그랩앤고,유명,5
c86cc83a69f5,그랩앤고,메뉴판,5
c86cc83a69f5,그랩앤고,학교,5
c86cc83a69f5,그랩앤고,회사,5
c86cc83a69f5,그랩앤고,보이,5
c86cc83a69f5,그랩앤고,건물,5
c86cc83a69f5,그랩앤고,크레이프,5
c86cc83a69f5,그랩앤고,진하다,5
c86cc83a69f5,그랩앤고,완성,5
c86cc83a69f5,그랩앤고,근처,5
c86cc83a69f5,그랩앤고,흐트러지다,5
c86cc83a69f5,그랩앤고,가게,5
c86cc83a69f5,그랩앤고,m.blog.naver.com,4
c86cc83a69f5,그랩앤고,서다,4
c86cc83a69f5,그랩앤고,본점,4
c86cc83a69f5,그랩앤고,동구,4
c86cc83a69f5,그랩앤고,크다,4
c86cc83a69f5,그랩앤고,조리,4
c86cc83a69f5,그랩앤고,담양,4
c86cc83a69f5,그랩앤고,중간,4
c86cc83a69f5,그랩앤고,어울리다,4
c86cc83a69f5,그랩앤고,생산,4
c86cc83a69f5,그랩앤고,원칙,4
c86cc83a69f5,그랩앤고,원유,4
c86cc83a69f5,그랩앤고,쿠팡,4
c86cc83a69f5,그랩앤고,사람,4
c86cc83a69f5,그랩앤고,펴다,4
c86cc83a69f5,그랩앤고,전화,4
c86cc83a69f5,그랩앤고,다녀오다,4
c86cc83a69f5,그랩앤고,자리,4
c86cc83a69f5,그랩앤고,사용,4
c86cc83a69f5,그랩앤고,만나다,4
c86cc83a69f5,그랩앤고,충전,4
c86cc83a69f5,그랩앤고,정도,4
c86cc83a69f5,그랩앤고,드리다,4
c86cc83a69f5,그랩앤고,번호,4
c86cc83a69f5,그랩앤고,저녁,4
c86cc83a69f5,그랩앤고,꽂다,4
c86cc83a69f5,그랩앤고,대량,4
c86cc83a69f5,그랩앤고,아담,4
c86cc83a69f5,그랩앤고,로투스,4
c86cc83a69f5,그랩앤고,전체,4
c86cc83a69f5,그랩앤고,작성,4
c86cc83a69f5,그랩앤고,pick,4
c86cc83a69f5,그랩앤고,제작,4
c86cc83a69f5,그랩앤고,후식,4
c86cc83a69f5,그랩앤고,원로,4
c86cc83a69f5,그랩앤고,장동,3
c86cc83a69f5,그랩앤고,acc,3
c86cc83a69f5,그랩앤고,중앙도서관,3
c86cc83a69f5,그랩앤고,뒷편,3
c86cc83a69f5,그랩앤고,포스터,3
c86cc83a69f5,그랩앤고,출시,3
c86cc83a69f5,그랩앤고,진행,3
c86cc83a69f5,그랩앤고,익다,3
c86cc83a69f5,그랩앤고,앙금,3
c86cc83a69f5,그랩앤고,어우러지다,3
c86cc83a69f5,그랩앤고,크런치,3
c86cc83a69f5,그랩앤고,만족,3
c86cc83a69f5,그랩앤고,배합,3
c86cc83a69f5,그랩앤고,통하다,3
c86cc83a69f5,그랩앤고,사다,3
c86cc83a69f5,그랩앤고,귤,3
c86cc83a69f5,그랩앤고,녹다,3
c86cc83a69f5,그랩앤고,인테리어,3
c86cc83a69f5,그랩앤고,눈앞,3
c86cc83a69f5,그랩앤고,제조,3
c86cc83a69f5,그랩앤고,구경,3
c86cc83a69f5,그랩앤고,확인,3
c86cc83a69f5,그랩앤고,소진,3
c86cc83a69f5,그랩앤고,드시다,3
c86cc83a69f5,그랩앤고,마무리,3
c86cc83a69f5,그랩앤고,겨울,3
c86cc83a69f5,그랩앤고,마지막,3
c86cc83a69f5,그랩앤고,함량,3
c86cc83a69f5,그랩앤고,민족,3
